Match Number,Round Number,Date,Location,Home Team,Away Team,Result
296,4,19/04/2024 18:10,Progressive Field,Cleveland Guardians,Oakland Athletics,10 - 2
297,4,19/04/2024 18:20,Truist Park,Atlanta Braves,Texas Rangers,8 - 3
298,4,19/04/2024 18:40,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,9 - 4
299,4,19/04/2024 19:10,Target Field,Minnesota Twins,Detroit Tigers,4 - 5
300,4,19/04/2024 19:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,1 - 2
302,4,19/04/2024 20:40,Petco Park,San Diego Padres,Toronto Blue Jays,1 - 5
303,4,19/04/2024 21:10,Dodger Stadium,Los Angeles Dodgers,New York Mets,4 - 9
304,4,19/04/2024 21:15,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1 - 17
305,4,20/04/2024 12:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,0 - 2
306,4,20/04/2024 13:10,Target Field,Minnesota Twins,Detroit Tigers,4 - 3
307,4,20/04/2024 13:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,5 - 12
308,4,20/04/2024 13:20,Wrigley Field,Chicago Cubs,Miami Marlins,2 - 3
309,4,20/04/2024 15:05,Nationals Park,Washington Nationals,Houston Astros,5 - 4
310,4,20/04/2024 15:05,Dodger Stadium,Los Angeles Dodgers,New York Mets,4 - 6
311,4,20/04/2024 15:05,PNC Park,Pittsburgh Pirates,Boston Red Sox,2 - 4
312,4,20/04/2024 15:05,Oracle Park,San Francisco Giants,Arizona Diamondbacks,7 - 3
313,4,20/04/2024 17:05,Citizens Bank Park,Philadelphia Phillies,Chicago White Sox,9 - 5
314,4,20/04/2024 17:10,Progressive Field,Cleveland Guardians,Oakland Athletics,6 - 3
315,4,20/04/2024 17:40,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,7 - 5
316,4,20/04/2024 18:10,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,7 - 9
317,4,20/04/2024 18:20,Truist Park,Atlanta Braves,Texas Rangers,5 - 2
288,4,20/04/2024 18:40,Wrigley Field,Chicago Cubs,Miami Marlins,5 - 3
318,4,20/04/2024 19:10,Coors Field,Colorado Rockies,Seattle Mariners,0 - 7
319,4,20/04/2024 19:40,Petco Park,San Diego Padres,Toronto Blue Jays,2 - 5
320,4,21/04/2024 12:35,Nationals Park,Washington Nationals,Houston Astros,6 - 0
321,4,21/04/2024 12:35,PNC Park,Pittsburgh Pirates,Boston Red Sox,1 - 6
322,4,21/04/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Chicago White Sox,8 - 2
323,4,21/04/2024 12:35,Yankee Stadium,New York Yankees,Tampa Bay Rays,5 - 4
324,4,21/04/2024 12:40,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,3 - 0
325,4,21/04/2024 12:40,Progressive Field,Cleveland Guardians,Oakland Athletics,6 - 2
326,4,21/04/2024 13:10,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,0 - 5
327,4,21/04/2024 13:10,Target Field,Minnesota Twins,Detroit Tigers,1 - 6
328,4,21/04/2024 13:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0 - 2
329,4,21/04/2024 13:20,Wrigley Field,Chicago Cubs,Miami Marlins,3 - 6
330,4,21/04/2024 14:10,Coors Field,Colorado Rockies,Seattle Mariners,2 - 1
331,4,21/04/2024 15:05,Oracle Park,San Francisco Giants,Arizona Diamondbacks,3 - 5
332,4,21/04/2024 15:10,Dodger Stadium,Los Angeles Dodgers,New York Mets,10 - 0
333,4,21/04/2024 15:10,Petco Park,San Diego Padres,Toronto Blue Jays,6 - 3
334,4,21/04/2024 18:10,Truist Park,Atlanta Braves,Texas Rangers,4 - 6
301,4,21/04/2024 19:10,Coors Field,Colorado Rockies,Seattle Mariners,2 - 10
335,4,22/04/2024 12:05,Yankee Stadium,New York Yankees,Oakland Athletics,0 - 2
336,4,22/04/2024 17:40,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,0 - 7
337,4,22/04/2024 17:40,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,4 - 2
338,4,22/04/2024 17:50,Tropicana Field,Tampa Bay Rays,Detroit Tigers,1 - 7
339,4,22/04/2024 18:20,Truist Park,Atlanta Braves,Miami Marlins,3 - 0
340,4,22/04/2024 18:40,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,3 - 5
341,4,22/04/2024 18:40,Target Field,Minnesota Twins,Chicago White Sox,7 - 0
342,4,22/04/2024 18:45,Busch Stadium,St. Louis Cardinals,Arizona Diamondbacks,5 - 3
343,4,22/04/2024 19:40,Coors Field,Colorado Rockies,San Diego Padres,1 - 3
344,4,22/04/2024 20:38,Angel Stadium,Los Angeles Angels,Baltimore Orioles,2 - 4
345,4,22/04/2024 20:45,Oracle Park,San Francisco Giants,New York Mets,5 - 2
346,4,23/04/2024 17:10,Progressive Field,Cleveland Guardians,Boston Red Sox,4 - 1
347,4,23/04/2024 17:40,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,8 - 1
348,4,23/04/2024 17:40,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2 - 1
349,4,23/04/2024 17:45,Nationals Park,Washington Nationals,Los Angeles Dodgers,1 - 4
350,4,23/04/2024 17:50,Tropicana Field,Tampa Bay Rays,Detroit Tigers,2 - 4
351,4,23/04/2024 18:05,Yankee Stadium,New York Yankees,Oakland Athletics,4 - 3
352,4,23/04/2024 18:20,Truist Park,Atlanta Braves,Miami Marlins,5 - 0
353,4,23/04/2024 18:40,Wrigley Field,Chicago Cubs,Houston Astros,7 - 2
354,4,23/04/2024 18:40,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,3 - 2
355,4,23/04/2024 18:40,Target Field,Minnesota Twins,Chicago White Sox,6 - 5
356,4,23/04/2024 18:45,Busch Stadium,St. Louis Cardinals,Arizona Diamondbacks,1 - 14
357,4,23/04/2024 19:05,Globe Life Field,Texas Rangers,Seattle Mariners,0 - 4
358,4,23/04/2024 19:40,Coors Field,Colorado Rockies,San Diego Padres,7 - 4
359,4,23/04/2024 20:38,Angel Stadium,Los Angeles Angels,Baltimore Orioles,7 - 4
360,4,23/04/2024 20:45,Oracle Park,San Francisco Giants,New York Mets,5 - 1
361,5,24/04/2024 12:15,Busch Stadium,St. Louis Cardinals,Arizona Diamondbacks,5 - 1
362,5,24/04/2024 14:45,Oracle Park,San Francisco Giants,New York Mets,2 - 8
363,5,24/04/2024 15:07,Angel Stadium,Los Angeles Angels,Baltimore Orioles,5 - 6
364,5,24/04/2024 17:10,Progressive Field,Cleveland Guardians,Boston Red Sox,0 - 8
365,5,24/04/2024 17:40,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,7 - 4
366,5,24/04/2024 17:40,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2 - 3
367,5,24/04/2024 17:45,Nationals Park,Washington Nationals,Los Angeles Dodgers,2 - 11
368,5,24/04/2024 17:50,Tropicana Field,Tampa Bay Rays,Detroit Tigers,7 - 5
369,5,24/04/2024 18:05,Yankee Stadium,New York Yankees,Oakland Athletics,7 - 3
370,5,24/04/2024 18:20,Truist Park,Atlanta Braves,Miami Marlins,4 - 3
371,5,24/04/2024 18:40,Wrigley Field,Chicago Cubs,Houston Astros,4 - 3
372,5,24/04/2024 18:40,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,3 - 2
373,5,24/04/2024 18:40,Target Field,Minnesota Twins,Chicago White Sox,6 - 3
374,5,24/04/2024 19:05,Globe Life Field,Texas Rangers,Seattle Mariners,5 - 1
375,5,24/04/2024 19:40,Coors Field,Colorado Rockies,San Diego Padres,2 - 5
376,5,25/04/2024 11:35,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,5 - 7
377,5,25/04/2024 12:10,Progressive Field,Cleveland Guardians,Boston Red Sox,6 - 4
378,5,25/04/2024 12:10,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,0 - 5
379,5,25/04/2024 12:10,Target Field,Minnesota Twins,Chicago White Sox,6 - 3
380,5,25/04/2024 13:10,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,2 - 1
381,5,25/04/2024 13:20,Wrigley Field,Chicago Cubs,Houston Astros,3 - 1
382,5,25/04/2024 13:35,Globe Life Field,Texas Rangers,Seattle Mariners,3 - 4
383,5,25/04/2024 14:10,Coors Field,Colorado Rockies,San Diego Padres,10 - 9
384,5,25/04/2024 15:05,Nationals Park,Washington Nationals,Los Angeles Dodgers,1 - 2
385,5,25/04/2024 18:05,Yankee Stadium,New York Yankees,Oakland Athletics,1 - 3
386,5,26/04/2024 12:10,Comerica Park,Detroit Tigers,Kansas City Royals,0 - 8
387,5,26/04/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,2 - 3
388,5,26/04/2024 18:07,Rogers Centre,Toronto Blue Jays,Los Angeles Dodgers,2 - 12
389,5,26/04/2024 18:10,Fenway Park,Boston Red Sox,Chicago Cubs,1 - 7
390,5,26/04/2024 18:10,Citi Field,New York Mets,St. Louis Cardinals,2 - 4
391,5,26/04/2024 18:10,loanDepot park,Miami Marlins,Washington Nationals,1 - 3
392,5,26/04/2024 18:20,Truist Park,Atlanta Braves,Cleveland Guardians,6 - 2
393,5,26/04/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,9 - 4
394,5,26/04/2024 19:05,Globe Life Field,Texas Rangers,Cincinnati Reds,2 - 1
395,5,26/04/2024 19:10,American Family Field,Milwaukee Brewers,New York Yankees,7 - 6
396,5,26/04/2024 20:38,Angel Stadium,Los Angeles Angels,Minnesota Twins,3 - 5
397,5,26/04/2024 20:40,T-Mobile Park,Seattle Mariners,Arizona Diamondbacks,6 - 1
398,5,26/04/2024 20:40,Petco Park,San Diego Padres,Philadelphia Phillies,3 - 9
399,5,26/04/2024 21:15,Oracle Park,San Francisco Giants,Pittsburgh Pirates,3 - 0
400,5,27/04/2024 14:07,Rogers Centre,Toronto Blue Jays,Los Angeles Dodgers,2 - 4
401,5,27/04/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,7 - 0
402,5,27/04/2024 15:05,Citi Field,New York Mets,St. Louis Cardinals,4 - 7
403,5,27/04/2024 15:05,Globe Life Field,Texas Rangers,Cincinnati Reds,4 - 8
404,5,27/04/2024 15:10,Fenway Park,Boston Red Sox,Chicago Cubs,17 - 0
405,5,27/04/2024 15:10,loanDepot park,Miami Marlins,Washington Nationals,4 - 11
406,5,27/04/2024 17:05,Estadio Alfredo Harp Helu,Colorado Rockies,Houston Astros,4 - 12
407,5,27/04/2024 17:10,Comerica Park,Detroit Tigers,Kansas City Royals,6 - 5
408,5,27/04/2024 18:10,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,8 - 7
409,5,27/04/2024 18:10,American Family Field,Milwaukee Brewers,New York Yankees,3 - 15
410,5,27/04/2024 18:20,Truist Park,Atlanta Braves,Cleveland Guardians,2 - 4
411,5,27/04/2024 19:40,Petco Park,San Diego Padres,Philadelphia Phillies,1 - 5
412,5,27/04/2024 20:05,Oracle Park,San Francisco Giants,Pittsburgh Pirates,3 - 4
413,5,27/04/2024 20:38,Angel Stadium,Los Angeles Angels,Minnesota Twins,5 - 16
414,5,27/04/2024 20:40,T-Mobile Park,Seattle Mariners,Arizona Diamondbacks,3 - 1
415,5,28/04/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,6 - 7
416,5,28/04/2024 12:35,Truist Park,Atlanta Braves,Cleveland Guardians,4 - 3
417,5,28/04/2024 12:37,Rogers Centre,Toronto Blue Jays,Los Angeles Dodgers,3 - 1
418,5,28/04/2024 12:40,Comerica Park,Detroit Tigers,Kansas City Royals,4 - 1
419,5,28/04/2024 12:40,Citi Field,New York Mets,St. Louis Cardinals,4 - 2
420,5,28/04/2024 12:40,loanDepot park,Miami Marlins,Washington Nationals,9 - 12
421,5,28/04/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Tampa Bay Rays,4 - 2
422,5,28/04/2024 13:10,American Family Field,Milwaukee Brewers,New York Yankees,5 - 15
423,5,28/04/2024 13:35,Globe Life Field,Texas Rangers,Cincinnati Reds,4 - 3
424,5,28/04/2024 15:05,Estadio Alfredo Harp Helu,Colorado Rockies,Houston Astros,2 - 8
425,5,28/04/2024 15:05,Oracle Park,San Francisco Giants,Pittsburgh Pirates,3 - 2
426,5,28/04/2024 15:07,Angel Stadium,Los Angeles Angels,Minnesota Twins,5 - 11
427,5,28/04/2024 15:10,T-Mobile Park,Seattle Mariners,Arizona Diamondbacks,2 - 3
428,5,28/04/2024 15:10,Petco Park,San Diego Padres,Philadelphia Phillies,6 - 8
429,5,28/04/2024 18:10,Fenway Park,Boston Red Sox,Chicago Cubs,5 - 4
430,5,29/04/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,2 - 0
432,5,29/04/2024 17:40,loanDepot park,Miami Marlins,Washington Nationals,2 - 7
433,5,29/04/2024 18:07,Rogers Centre,Toronto Blue Jays,Kansas City Royals,6 - 5
434,5,29/04/2024 18:10,Citi Field,New York Mets,Chicago Cubs,1 - 3
435,5,29/04/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,2 - 3
436,5,29/04/2024 18:40,American Family Field,Milwaukee Brewers,Tampa Bay Rays,0 - 1
437,5,29/04/2024 20:38,Angel Stadium,Los Angeles Angels,Philadelphia Phillies,6 - 5
438,5,29/04/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,4 - 8
439,5,29/04/2024 20:40,Oakland Coliseum,Oakland Athletics,Pittsburgh Pirates,5 - 1
440,5,29/04/2024 20:40,Petco Park,San Diego Padres,Cincinnati Reds,2 - 5
441,5,29/04/2024 20:40,T-Mobile Park,Seattle Mariners,Atlanta Braves,2 - 1
443,5,30/04/2024 14:40,Comerica Park,Detroit Tigers,St. Louis Cardinals,
431,5,30/04/2024 14:45,Comerica Park,Detroit Tigers,St. Louis Cardinals,
442,5,30/04/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,
444,5,30/04/2024 17:40,loanDepot park,Miami Marlins,Colorado Rockies,
445,5,30/04/2024 18:07,Rogers Centre,Toronto Blue Jays,Kansas City Royals,
446,5,30/04/2024 18:10,Citi Field,New York Mets,Chicago Cubs,
447,5,30/04/2024 18:10,Fenway Park,Boston Red Sox,San Francisco Giants,
448,5,30/04/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,
449,5,30/04/2024 18:40,American Family Field,Milwaukee Brewers,Tampa Bay Rays,
450,5,30/04/2024 19:05,Globe Life Field,Texas Rangers,Washington Nationals,
451,5,30/04/2024 19:10,Minute Maid Park,Houston Astros,Cleveland Guardians,
452,5,30/04/2024 20:38,Angel Stadium,Los Angeles Angels,Philadelphia Phillies,
453,5,30/04/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,
454,5,30/04/2024 20:40,Oakland Coliseum,Oakland Athletics,Pittsburgh Pirates,
455,5,30/04/2024 20:40,Petco Park,San Diego Padres,Cincinnati Reds,
456,5,30/04/2024 20:40,T-Mobile Park,Seattle Mariners,Atlanta Braves,
457,6,01/05/2024 12:10,Comerica Park,Detroit Tigers,St. Louis Cardinals,
458,6,01/05/2024 12:10,American Family Field,Milwaukee Brewers,Tampa Bay Rays,
459,6,01/05/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,
460,6,01/05/2024 14:07,Rogers Centre,Toronto Blue Jays,Kansas City Royals,
461,6,01/05/2024 14:37,Oakland Coliseum,Oakland Athletics,Pittsburgh Pirates,
462,6,01/05/2024 14:40,T-Mobile Park,Seattle Mariners,Atlanta Braves,
463,6,01/05/2024 15:07,Angel Stadium,Los Angeles Angels,Philadelphia Phillies,
464,6,01/05/2024 15:10,Petco Park,San Diego Padres,Cincinnati Reds,
465,6,01/05/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,
466,6,01/05/2024 17:40,loanDepot park,Miami Marlins,Colorado Rockies,
467,6,01/05/2024 18:10,Citi Field,New York Mets,Chicago Cubs,
468,6,01/05/2024 18:10,Fenway Park,Boston Red Sox,San Francisco Giants,
469,6,01/05/2024 19:05,Globe Life Field,Texas Rangers,Washington Nationals,
470,6,01/05/2024 19:10,Minute Maid Park,Houston Astros,Cleveland Guardians,
471,6,01/05/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,
472,6,02/05/2024 11:10,loanDepot park,Miami Marlins,Colorado Rockies,
473,6,02/05/2024 12:05,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,
474,6,02/05/2024 12:10,Citi Field,New York Mets,Chicago Cubs,
475,6,02/05/2024 12:35,Fenway Park,Boston Red Sox,San Francisco Giants,
476,6,02/05/2024 13:35,Globe Life Field,Texas Rangers,Washington Nationals,
477,6,02/05/2024 19:10,Minute Maid Park,Houston Astros,Cleveland Guardians,
478,6,03/05/2024 13:20,Wrigley Field,Chicago Cubs,Milwaukee Brewers,
479,6,03/05/2024 17:10,Great American Ball Park,Cincinnati Reds,Baltimore Orioles,
480,6,03/05/2024 17:40,PNC Park,Pittsburgh Pirates,Colorado Rockies,
481,6,03/05/2024 17:40,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,
482,6,03/05/2024 17:45,Nationals Park,Washington Nationals,Toronto Blue Jays,
483,6,03/05/2024 17:50,Tropicana Field,Tampa Bay Rays,New York Mets,
484,6,03/05/2024 18:05,Yankee Stadium,New York Yankees,Detroit Tigers,
485,6,03/05/2024 18:10,Progressive Field,Cleveland Guardians,Los Angeles Angels,
486,6,03/05/2024 18:40,Kauffman Stadium,Kansas City Royals,Texas Rangers,
487,6,03/05/2024 19:10,Minute Maid Park,Houston Astros,Seattle Mariners,
488,6,03/05/2024 19:10,Target Field,Minnesota Twins,Boston Red Sox,
489,6,03/05/2024 19:15,Busch Stadium,St. Louis Cardinals,Chicago White Sox,
490,6,03/05/2024 20:40,Chase Field,Arizona Diamondbacks,San Diego Padres,
491,6,03/05/2024 20:40,Oakland Coliseum,Oakland Athletics,Miami Marlins,
492,6,03/05/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,
493,6,04/05/2024 12:05,Yankee Stadium,New York Yankees,Detroit Tigers,
494,6,04/05/2024 13:10,Target Field,Minnesota Twins,Boston Red Sox,
495,6,04/05/2024 13:15,Busch Stadium,St. Louis Cardinals,Chicago White Sox,
496,6,04/05/2024 13:20,Wrigley Field,Chicago Cubs,Milwaukee Brewers,
497,6,04/05/2024 15:05,PNC Park,Pittsburgh Pirates,Colorado Rockies,
498,6,04/05/2024 15:05,Nationals Park,Washington Nationals,Toronto Blue Jays,
499,6,04/05/2024 15:07,Oakland Coliseum,Oakland Athletics,Miami Marlins,
500,6,04/05/2024 17:05,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,
501,6,04/05/2024 17:10,Progressive Field,Cleveland Guardians,Los Angeles Angels,
502,6,04/05/2024 17:40,Great American Ball Park,Cincinnati Reds,Baltimore Orioles,
503,6,04/05/2024 18:10,Kauffman Stadium,Kansas City Royals,Texas Rangers,
504,6,04/05/2024 18:15,Minute Maid Park,Houston Astros,Seattle Mariners,
505,6,04/05/2024 18:15,Tropicana Field,Tampa Bay Rays,New York Mets,
506,6,04/05/2024 19:10,Chase Field,Arizona Diamondbacks,San Diego Padres,
507,6,04/05/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,
508,6,05/05/2024 12:35,PNC Park,Pittsburgh Pirates,Colorado Rockies,
509,6,05/05/2024 12:35,Nationals Park,Washington Nationals,Toronto Blue Jays,
510,6,05/05/2024 12:35,Yankee Stadium,New York Yankees,Detroit Tigers,
511,6,05/05/2024 12:40,Progressive Field,Cleveland Guardians,Los Angeles Angels,
512,6,05/05/2024 12:40,Tropicana Field,Tampa Bay Rays,New York Mets,
513,6,05/05/2024 13:10,Minute Maid Park,Houston Astros,Seattle Mariners,
514,6,05/05/2024 13:10,Kauffman Stadium,Kansas City Royals,Texas Rangers,
515,6,05/05/2024 13:10,Target Field,Minnesota Twins,Boston Red Sox,
516,6,05/05/2024 13:15,Busch Stadium,St. Louis Cardinals,Chicago White Sox,
517,6,05/05/2024 13:20,Wrigley Field,Chicago Cubs,Milwaukee Brewers,
518,6,05/05/2024 15:07,Oakland Coliseum,Oakland Athletics,Miami Marlins,
519,6,05/05/2024 15:10,Great American Ball Park,Cincinnati Reds,Baltimore Orioles,
520,6,05/05/2024 15:10,Chase Field,Arizona Diamondbacks,San Diego Padres,
521,6,05/05/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,
522,6,05/05/2024 18:10,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,
523,6,06/05/2024 15:05,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,
524,6,06/05/2024 17:10,Progressive Field,Cleveland Guardians,Detroit Tigers,
525,6,06/05/2024 17:40,PNC Park,Pittsburgh Pirates,Los Angeles Angels,
526,6,06/05/2024 17:50,Tropicana Field,Tampa Bay Rays,Chicago White Sox,
527,6,06/05/2024 18:40,Wrigley Field,Chicago Cubs,San Diego Padres,
528,6,06/05/2024 18:40,Target Field,Minnesota Twins,Seattle Mariners,
529,6,06/05/2024 18:40,Kauffman Stadium,Kansas City Royals,Milwaukee Brewers,
530,6,06/05/2024 18:45,Busch Stadium,St. Louis Cardinals,New York Mets,
531,6,06/05/2024 20:40,Oakland Coliseum,Oakland Athletics,Texas Rangers,
532,6,06/05/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Miami Marlins,
533,6,07/05/2024 14:37,Oakland Coliseum,Oakland Athletics,Texas Rangers,
534,6,07/05/2024 17:10,Progressive Field,Cleveland Guardians,Detroit Tigers,
535,6,07/05/2024 17:40,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,
536,6,07/05/2024 17:40,PNC Park,Pittsburgh Pirates,Los Angeles Angels,
537,6,07/05/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,
538,6,07/05/2024 17:45,Nationals Park,Washington Nationals,Baltimore Orioles,
539,6,07/05/2024 17:50,Tropicana Field,Tampa Bay Rays,Chicago White Sox,
540,6,07/05/2024 18:05,Yankee Stadium,New York Yankees,Houston Astros,
541,6,07/05/2024 18:20,Truist Park,Atlanta Braves,Boston Red Sox,
542,6,07/05/2024 18:40,Wrigley Field,Chicago Cubs,San Diego Padres,
543,6,07/05/2024 18:40,Target Field,Minnesota Twins,Seattle Mariners,
544,6,07/05/2024 18:40,Kauffman Stadium,Kansas City Royals,Milwaukee Brewers,
545,6,07/05/2024 18:45,Busch Stadium,St. Louis Cardinals,New York Mets,
546,6,07/05/2024 19:40,Coors Field,Colorado Rockies,San Francisco Giants,
547,6,07/05/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Miami Marlins,
548,7,08/05/2024 11:35,PNC Park,Pittsburgh Pirates,Los Angeles Angels,
549,7,08/05/2024 12:05,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,
550,7,08/05/2024 12:10,Progressive Field,Cleveland Guardians,Detroit Tigers,
551,7,08/05/2024 12:15,Busch Stadium,St. Louis Cardinals,New York Mets,
552,7,08/05/2024 13:10,Kauffman Stadium,Kansas City Royals,Milwaukee Brewers,
553,7,08/05/2024 13:20,Wrigley Field,Chicago Cubs,San Diego Padres,
554,7,08/05/2024 14:10,Dodger Stadium,Los Angeles Dodgers,Miami Marlins,
555,7,08/05/2024 14:37,Oakland Coliseum,Oakland Athletics,Texas Rangers,
556,7,08/05/2024 14:42,Oakland Coliseum,Oakland Athletics,Texas Rangers,
557,7,08/05/2024 17:40,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,
558,7,08/05/2024 17:45,Nationals Park,Washington Nationals,Baltimore Orioles,
559,7,08/05/2024 17:50,Tropicana Field,Tampa Bay Rays,Chicago White Sox,
560,7,08/05/2024 18:05,Yankee Stadium,New York Yankees,Houston Astros,
561,7,08/05/2024 18:20,Truist Park,Atlanta Braves,Boston Red Sox,
562,7,08/05/2024 18:40,Target Field,Minnesota Twins,Seattle Mariners,
563,7,08/05/2024 19:40,Coors Field,Colorado Rockies,San Francisco Giants,
564,7,09/05/2024 12:10,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,
565,7,09/05/2024 12:10,Target Field,Minnesota Twins,Seattle Mariners,
566,7,09/05/2024 14:10,Coors Field,Colorado Rockies,San Francisco Giants,
567,7,09/05/2024 16:05,Yankee Stadium,New York Yankees,Houston Astros,
568,7,09/05/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,
569,7,09/05/2024 18:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,
570,7,09/05/2024 20:38,Angel Stadium,Los Angeles Angels,Kansas City Royals,
571,7,10/05/2024 17:40,Comerica Park,Detroit Tigers,Houston Astros,
